source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
install the floor harness fixing clips,установить фиксаторы жгута проводов пола,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
internal circuit engagement,замыкание внутренних цепей переключателя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
left front seat assembly,левое переднее сиденье в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
left front seat left guard,левый боковой кожух левого переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
left front seat right guard,правый боковой кожух левого переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
lumbar support,поясничная поддержка,candidate,interior.seat,N155_D2_CORPUS | EDITORIAL_CORE_2026,high,N155_CORPUS | EDITORIAL_CORE_2026,function,поясничная опора
lumbar support adjustment button ring,декоративное кольцо кнопки регулировки поясничной поддержки,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
mechanical seat switch,механический переключатель регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
memory position,запомненное положение сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
monitor the motor position,контролировать положение электродвигателя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
monitor the switch signal,контролировать сигнал переключателя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
motor forward rotation,вращение электродвигателя в прямом направлении,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
motor position,положение электродвигателя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
motor reverse rotation,вращение электродвигателя в обратном направлении,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
move the seat to the installation position,переместить сиденье в положение установки,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
outboard seat adjustment switch,наружный переключатель регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
passenger seat,сиденье переднего пассажира,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
passenger seat assembly procedure,сборка сиденья переднего пассажира,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
passenger seat disassembly,разборка сиденья переднего пассажира,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
passenger seat module,модуль сиденья переднего пассажира,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
power circuit,цепь питания,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,circuit,
power seat switch and control panel,панель переключателей управления электроприводом сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
power seat switch panel,панель переключателей электрорегулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
preset position,предустановленное положение,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
pry off the guide sleeve,поддеть и снять направляющую втулку,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
rear seat left backrest assembly,левая спинка заднего сиденья в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,assembly,
rear seat right backrest assembly,правая спинка заднего сиденья в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,assembly,
rear section of the seat sliding rail,задняя часть салазок сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
record a DTC,записать диагностический код неисправности,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
reload SMD,повторно загрузить программное обеспечение модуля сиденья,candidate,interior.seat,N155_D2_CORPUS,medium,N155_CORPUS,procedure,
remove the seat cushion foam with cover,снять подушку сиденья с обивкой в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,procedure,
right front seat assembly,правое переднее сиденье в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
right front seat left guard,левый боковой кожух правого переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
right front seat right guard,правый боковой кожух правого переднего сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat adjustment button ring,декоративное кольцо кнопки регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat adjustment switch signal,сигнал переключателя регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,signal,
seat adjustment system,система регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,system,
seat adjustment system principle,принцип работы системы регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,concept,
seat assembly,сиденье в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,assembly,
seat back cover,крышка спинки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat back foam with cover,набивка спинки сиденья с обивкой в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat backrest,спинка сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat backrest frame,каркас спинки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat belt buckle sensor,датчик замка ремня безопасности,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat cushion foam with cover,подушка сиденья с обивкой в сборе,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat fixing bolt,болт крепления сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat harness,жгут проводов сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat harness connector,разъём жгута проводов сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat harness fixing clip,фиксатор жгута проводов сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat heating,обогрев сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
seat heating control module,модуль управления обогревом сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,module,
seat heating request signal,сигнал запроса обогрева сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,signal,
seat heating temperature,температура обогрева сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
seat heating wire,нагревательный элемент сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat height motor,электродвигатель регулировки высоты сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat height motor bracket,кронштейн электродвигателя регулировки высоты сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat height motor connector,разъём электродвигателя регулировки высоты сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat leg guard,защитный кожух основания сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat leg support,опора ног сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat leg support foam block,пенополиуретановый вкладыш опоры ног,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat lifting mechanism,механизм подъёма сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat lifting motor bracket,кронштейн электродвигателя подъёма сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat memory adjustment,регулировка положения сиденья по памяти,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
seat memory function,функция памяти положения сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
seat memory position signal,сигнал запоминаемого положения сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,signal,
seat module fixing screw,винт крепления модуля сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat module software,программное обеспечение модуля сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,software,
seat motor,электродвигатель регулировки сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat side guard,боковой защитный кожух сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
seat ventilation,вентиляция сиденья,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
six-way adjustment,шестипозиционная регулировка,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
sliding rail end trim cover,декоративная крышка конца салазки,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
switch position,положение переключателя,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,parameter,
temperature monitoring,контроль температуры,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
thigh support,поддержка бёдер,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,function,
vehicle body floor,панель пола кузова,candidate,interior.seat,N155_D2_CORPUS,high,N155_CORPUS,component,
lower the headliner,опустить обивку потолка,candidate,interior.trim,N155_D2_CORPUS,high,N155_CORPUS,procedure,
luggage compartment side trim panel assembly,боковая облицовка багажного отделения в сборе,candidate,interior.trim,N155_D2_CORPUS,high,N155_CORPUS,assembly,
rear door sill trim panel,облицовка порога задней двери,candidate,interior.trim,N155_D2_CORPUS,high,N155_CORPUS,component,
tailgate upper interior trim panel assembly,верхняя облицовка двери багажного отделения в сборе,candidate,interior.trim,N155_D2_CORPUS,high,N155_CORPUS,assembly,
trunk sill trim panel assembly,облицовка порога багажного отделения в сборе,candidate,interior.trim,N155_D2_CORPUS,high,N155_CORPUS,assembly,
blind rivet,вытяжная заклёпка,candidate,joining,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
butt joint,стыковое соединение,candidate,joining,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flange,фланец панели,candidate,joining,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
flanged joint,фланцевое соединение,candidate,joining,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
flow-form screw,формующий винт,candidate,joining,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
